BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,BenefitPackageId,IssuerId2,StateCode2,MarketCoverage,DentalOnlyPlan,TIN,StandardComponentId,PlanMarketingName,HIOSProductId,HPID,NetworkId,ServiceAreaId,FormularyId,IsNewPlan,PlanType,MetalLevel,UniquePlanDesign,QHPNonQHPTypeId,IsNoticeRequiredForPregnancy,IsReferralRequiredForSpecialist,SpecialistRequiringReferral,PlanLevelExclusions,IndianPlanVariationEstimatedAdvancedPaymentAmountPerEnrollee,CompositeRatingOffered,ChildOnlyOffering,ChildOnlyPlanId,WellnessProgramOffered,DiseaseManagementProgramsOffered,EHBPercentTotalPremium,EHBPediatricDentalApportionmentQuantity,IsGuaranteedRate,SpecialtyDrugMaximumCoinsurance,InpatientCopaymentMaximumDays,BeginPrimaryCareCostSharingAfterNumberOfVisits,BeginPrimaryCareDeductibleCoinsuranceAfterNumberOfCopays,PlanEffictiveDate,PlanExpirationDate,OutOfCountryCoverage,OutOfCountryCoverageDescription,OutOfServiceAreaCoverage,OutOfServiceAreaCoverageDescription,NationalNetwork,URLForEnrollmentPayment,FormularyURL,PlanId,CSRVariationType,IssuerActuarialValue,AVCalculatorOutputNumber,MedicalDrugDeductiblesIntegrated,MedicalDrugMaximumOutofPocketIntegrated,MultipleInNetworkTiers,FirstTierUtilization,SecondTierUtilization,SBCHavingaBabyDeductible,SBCHavingaBabyCopayment,SBCHavingaBabyCoinsurance,SBCHavingaBabyLimit,SBCHavingDiabetesDeductible,SBCHavingDiabetesCopayment,SBCHavingDiabetesCoinsurance,SBCHavingDiabetesLimit,MEHBInnTier1IndividualMOOP,MEHBInnTier1FamilyPerPersonMOOP,MEHBInnTier1FamilyPerGroupMOOP,MEHBInnTier2IndividualMOOP,MEHBInnTier2FamilyPerPersonMOOP,MEHBInnTier2FamilyPerGroupMOOP,MEHBOutOfNetIndividualMOOP,MEHBOutOfNetFamilyPerPersonMOOP,MEHBOutOfNetFamilyPerGroupMOOP,MEHBCombInnOonIndividualMOOP,MEHBCombInnOonFamilyPerPersonMOOP,MEHBCombInnOonFamilyPerGroupMOOP,DEHBInnTier1IndividualMOOP,DEHBInnTier1FamilyPerPersonMOOP,DEHBInnTier1FamilyPerGroupMOOP,DEHBInnTier2IndividualMOOP,DEHBInnTier2FamilyPerPersonMOOP,DEHBInnTier2FamilyPerGroupMOOP,DEHBOutOfNetIndividualMOOP,DEHBOutOfNetFamilyPerPersonMOOP,DEHBOutOfNetFamilyPerGroupMOOP,DEHBCombInnOonIndividualMOOP,DEHBCombInnOonFamilyPerPersonMOOP,DEHBCombInnOonFamilyPerGroupMOOP,TEHBInnTier1IndividualMOOP,TEHBInnTier1FamilyPerPersonMOOP,TEHBInnTier1FamilyPerGroupMOOP,TEHBInnTier2IndividualMOOP,TEHBInnTier2FamilyPerPersonMOOP,TEHBInnTier2FamilyPerGroupMOOP,TEHBOutOfNetIndividualMOOP,TEHBOutOfNetFamilyPerPersonMOOP,TEHBOutOfNetFamilyPerGroupMOOP,TEHBCombInnOonIndividualMOOP,TEHBCombInnOonFamilyPerPersonMOOP,TEHBCombInnOonFamilyPerGroupMOOP,MEHBDedInnTier1Individual,MEHBDedInnTier1FamilyPerPerson,MEHBDedInnTier1FamilyPerGroup,MEHBDedInnTier1Coinsurance,MEHBDedInnTier2Individual,MEHBDedInnTier2FamilyPerPerson,MEHBDedInnTier2FamilyPerGroup,MEHBDedInnTier2Coinsurance,MEHBDedOutOfNetIndividual,MEHBDedOutOfNetFamilyPerPerson,MEHBDedOutOfNetFamilyPerGroup,MEHBDedCombInnOonIndividual,MEHBDedCombInnOonFamilyPerPerson,MEHBDedCombInnOonFamilyPerGroup,DEHBDedInnTier1Individual,DEHBDedInnTier1FamilyPerPerson,DEHBDedInnTier1FamilyPerGroup,DEHBDedInnTier1Coinsurance,DEHBDedInnTier2Individual,DEHBDedInnTier2FamilyPerPerson,DEHBDedInnTier2FamilyPerGroup,DEHBDedInnTier2Coinsurance,DEHBDedOutOfNetIndividual,DEHBDedOutOfNetFamilyPerPerson,DEHBDedOutOfNetFamilyPerGroup,DEHBDedCombInnOonIndividual,DEHBDedCombInnOonFamilyPerPerson,DEHBDedCombInnOonFamilyPerGroup,TEHBDedInnTier1Individual,TEHBDedInnTier1FamilyPerPerson,TEHBDedInnTier1FamilyPerGroup,TEHBDedInnTier1Coinsurance,TEHBDedInnTier2Individual,TEHBDedInnTier2FamilyPerPerson,TEHBDedInnTier2FamilyPerGroup,TEHBDedInnTier2Coinsurance,TEHBDedOutOfNetIndividual,TEHBDedOutOfNetFamilyPerPerson,TEHBDedOutOfNetFamilyPerGroup,TEHBDedCombInnOonIndividual,TEHBDedCombInnOonFamilyPerPerson,TEHBDedCombInnOonFamilyPerGroup,IsHSAEligible,HSAOrHRAEmployerContribution,HSAOrHRAEmployerContributionAmount,URLForSummaryofBenefitsCoverage,PlanBrochure,RowNumber
2016,NV,75719,SERFF,8,8/20/15 12:28,1,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010007,BESTDental Premium,75719NV001,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$29.73 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010007-00,Standard High Off Exchange Plan,85.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,$75 ,$75 per person,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Premium_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Premium_Plan.pdf,4
2016,NV,75719,SERFF,8,8/20/15 12:28,1,75719,NV,Individual,Yes,95-6042390,75719NV0020003,BESTOne Advantage Gold,75719NV002,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$32.72 ,Estimated Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0020003-00,Standard High Off Exchange Plan,85.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,$75 ,$75 per person,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Advantage-Gold_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Advantage-Gold_Plan.pdf,4
2016,NV,75719,SERFF,8,8/20/15 12:28,1,75719,NV,Individual,Yes,95-6042390,75719NV0020003,BESTOne Advantage Gold,75719NV002,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$32.72 ,Estimated Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0020003-01,Standard High On Exchange Plan,85.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,$75.00 ,$75 per person,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Advantage-Gold_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Advantage-Gold_Plan.pdf,5
2016,NV,75719,SERFF,8,8/20/15 12:28,1,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010007,BESTDental Premium,75719NV001,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$29.73 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010007-01,Standard High On Exchange Plan,85.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,$75 ,$75 per person,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Premium_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Premium_Plan.pdf,5
2016,NV,75719,SERFF,8,8/20/15 12:28,1,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010008,BESTDental Standard - H,75719NV001,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$29.73 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010008-00,Standard High Off Exchange Plan,85.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,$75 ,$75 per person,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Standard-H_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Standard-H_Plan.pdf,6
2016,NV,75719,SERFF,8,8/20/15 12:28,1,75719,NV,Individual,Yes,95-6042390,75719NV0020004,BESTOne Plus Gold,75719NV002,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$32.72 ,Estimated Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0020004-00,Standard High Off Exchange Plan,85.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,$75.00 ,$75 per person,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Plus-Gold_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Plus-Gold_Plan.pdf,6
2016,NV,75719,SERFF,8,8/20/15 12:28,1,75719,NV,Individual,Yes,95-6042390,75719NV0020004,BESTOne Plus Gold,75719NV002,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$32.72 ,Estimated Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0020004-01,Standard High On Exchange Plan,85.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,$75.00 ,$75 per person,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Plus-Gold_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Plus-Gold_Plan.pdf,7
2016,NV,75719,SERFF,8,8/20/15 12:28,1,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010008,BESTDental Standard - H,75719NV001,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$29.73 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010008-01,Standard High On Exchange Plan,85.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,$75 ,$75 per person,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Standard-H_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Standard-H_Plan.pdf,7
2016,NV,75719,SERFF,8,8/20/15 12:28,1,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010010,BESTDental Choice - H,75719NV001,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$29.73 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,YEs,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010010-00,Standard High Off Exchange Plan,85.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,$75 ,$75 per person,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Choice-H_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Choice-H_Plan.pdf,8
2016,NV,75719,SERFF,8,8/20/15 12:28,1,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010010,BESTDental Choice - H,75719NV001,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$29.73 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,YEs,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010010-01,Standard High On Exchange Plan,85.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,$75 ,$75 per person,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Choice-H_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Choice-H_Plan.pdf,9
2016,NV,75719,SERFF,8,8/20/15 12:28,2,75719,NV,Individual,Yes,95-6042390,75719NV0020005,BESTOne Plus Silver,75719NV002,,NVN001,NVS001,,Existing,PPO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$27.44 ,Estimated Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0020005-00,Standard Low Off Exchange Plan,70.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$75 ,$75 per person,per group not applicable,,,,,,$100 ,$100 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Plus-Silver_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Plus-Silver_Plan.pdf,4
2016,NV,75719,SERFF,8,8/20/15 12:28,2,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010009,BESTDental Standard - L,75719NV001,,NVN001,NVS001,,Existing,PPO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$24.93 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010009-00,Standard Low Off Exchange Plan,70.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$75 ,$75 per person,per group not applicable,,,,,,$100 ,$100 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Standard-L_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Standard-L_Plan.pdf,4
2016,NV,75719,SERFF,8,8/20/15 12:28,2,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010009,BESTDental Standard - L,75719NV001,,NVN001,NVS001,,Existing,PPO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$24.93 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010009-01,Standard Low On Exchange Plan,70.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$75 ,$75 per person,per group not applicable,,,,,,$100 ,$100 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Standard-L_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Standard-L_Plan.pdf,5
2016,NV,75719,SERFF,8,8/20/15 12:28,2,75719,NV,Individual,Yes,95-6042390,75719NV0020005,BESTOne Plus Silver,75719NV002,,NVN001,NVS001,,Existing,PPO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$27.44 ,Estimated Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0020005-01,Standard Low On Exchange Plan,70.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$75 ,$75 per person,per group not applicable,,,,,,$100 ,$100 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Plus-Silver_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Plus-Silver_Plan.pdf,5
2016,NV,75719,SERFF,8,8/20/15 12:28,2,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010011,BESTDental Choice - L,75719NV001,,NVN001,NVS001,,Existing,PPO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$24.93 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010011-00,Standard Low Off Exchange Plan,70.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$75 ,$75 per person,per group not applicable,,,,,,$100 ,$100 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Choice-L_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Choice-L_Plan.pdf,6
2016,NV,75719,SERFF,8,8/20/15 12:28,2,75719,NV,Individual,Yes,95-6042390,75719NV0020006,BESTOne Basic Silver,75719NV002,,NVN001,NVS001,,Existing,PPO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$27.44 ,Estimated Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0020006-00,Standard Low Off Exchange Plan,70.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$75 ,$75 per person,per group not applicable,,,,,,$100 ,$100 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Basic-Silver_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Basic-Silver_Plan.pdf,6
2016,NV,75719,SERFF,8,8/20/15 12:28,2,75719,NV,Individual,Yes,95-6042390,75719NV0020006,BESTOne Basic Silver,75719NV002,,NVN001,NVS001,,Existing,PPO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$27.44 ,Estimated Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0020006-01,Standard Low On Exchange Plan,70.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$75 ,$75 per person,per group not applicable,,,,,,$100 ,$100 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Basic-Silver_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTOne_Dental_Basic-Silver_Plan.pdf,7
2016,NV,75719,SERFF,8,8/20/15 12:28,2,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010011,BESTDental Choice - L,75719NV001,,NVN001,NVS001,,Existing,PPO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$24.93 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010011-01,Standard Low On Exchange Plan,70.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$75 ,$75 per person,per group not applicable,,,,,,$100 ,$100 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Choice-L_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Choice-L_Plan.pdf,7
2016,NV,75719,SERFF,8,8/20/15 12:28,2,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010012,BESTDental Value,75719NV001,,NVN001,NVS001,,Existing,PPO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$24.93 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010012-00,Standard Low Off Exchange Plan,70.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$75 ,$75 per person,per group not applicable,,,,,,$100 ,$100 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Value_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Value_Plan.pdf,8
2016,NV,75719,SERFF,8,8/20/15 12:28,2,75719,NV,SHOP (Small Group),Yes,95-6042390,75719NV0010012,BESTDental Value,75719NV001,,NVN001,NVS001,,Existing,PPO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$24.93 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Network or UCR,Yes,http://www.bestlife.com/exchange/payment_option.html,,75719NV0010012-01,Standard Low On Exchange Plan,70.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,$700 ,$700 per person,$1400 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$75 ,$75 per person,per group not applicable,,,,,,$100 ,$100 per person,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bestlife.com/nv/2015/NV_BESTDental_Value_Plan.pdf,https://www.bestlife.com/nv/2015/NV_BESTDental_Value_Plan.pdf,9
2016,NV,88671,SERFF,6,9/24/15 06:32,2,88671,NV,Individual,Yes,75-1233841,88671NV0020004,Dentegra Dental PPO Family Preferred Plan,88671NV002,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$26.38 ,Guaranteed Rate,,0,0,0,1/1/16,12/31/16,No,,Yes,Nationwide Coverage,Yes,https://www.dentegra.com/hx/checkout,,88671NV0020004-00,Standard High Off Exchange Plan,83.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$80 ,per person not applicable,per group not applicable,,,,,,$80 ,per person not applicable,per group not applicable,$80 ,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dentegra.com/hcx/nv/88671nv0020004-16,4
2016,NV,88671,SERFF,6,9/24/15 06:32,2,88671,NV,SHOP (Small Group),Yes,75-1233841,88671NV0030004,Dentegra Dental PPO for Small Businesses Family Preferred Plan,88671NV003,,NVN001,NVS001,,Existing,PPO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$27.63 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,Yes,Nationwide Coverage,Yes,https://www.dentegra.com/hx/checkout,,88671NV0030004-00,Standard High Off Exchange Plan,83.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,$80 ,per person not applicable,per group not applicable,,,,,,$80 ,per person not applicable,per group not applicable,$80 ,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://dentegra.com/hcx/nv/88671nv0030004-16,4
